id,title,genres,averageRating,numVotes,releaseYear,Animated
tt24640580,Moving,"Action, Adventure, Fantasy",8.4,11869,2023,no
tt4284216,Healer,"Action, Comedy, Crime",8.4,11707,2014,no
tt0437729,The Late Late Show with Craig Ferguson,"Comedy, Music, Talk-Show",8.4,11598,2005,no
tt1493239,Terriers,"Comedy, Crime, Drama",8.4,11391,2010,no
tt0096626,The Kids in the Hall,Comedy,8.4,11246,1988,no
tt10324164,Prehistoric Planet,"Documentary, History",8.4,11038,2022,yes
tt0112084,Mr. Show with Bob and David,Comedy,8.4,10707,1995,no
tt6461346,Stranger,"Crime, Drama, Mystery",8.4,10603,2017,no
tt0092571,Anne of Avonlea,"Drama, Family, Romance",8.4,10405,1987,no
tt0105933,The Adventures of Pete & Pete,"Comedy, Drama, Family",8.4,10134,1992,no
tt8146754,Infinity Train,"Action, Adventure",8.4,10054,2019,yes
tt0460649,How I Met Your Mother,"Comedy, Drama, Romance",8.3,743686,2005,no
tt0411008,Lost,"Adventure, Drama, Fantasy",8.3,615732,2004,no
tt0455275,Prison Break,"Action, Crime, Drama",8.3,599599,2005,no
tt1796960,Homeland,"Crime, Drama, Mystery",8.3,364747,2011,no
tt8772296,Euphoria,Drama,8.3,256863,2019,no
tt0904208,Californication,"Comedy, Drama",8.3,190057,2007,no
tt0118276,Buffy the Vampire Slayer,"Action, Adventure, Drama",8.3,162955,1997,no
tt11737520,One Piece,"Action, Adventure, Comedy",8.3,160753,2023,no
tt3647998,Taboo,"Drama, Mystery, Thriller",8.3,152127,2017,no
tt2632424,The Originals,"Drama, Fantasy, Horror",8.3,151249,2013,no
tt1695360,The Legend of Korra,"Action, Adventure",8.3,141529,2012,yes
tt13146488,Peacemaker,"Action, Adventure, Comedy",8.3,141042,2022,no
tt0374463,The Pacific,"Action, Adventure, Drama",8.3,134063,2010,no
tt0496424,30 Rock,Comedy,8.3,133544,2006,no
tt5348176,Barry,"Action, Comedy, Crime",8.3,127376,2018,no
tt1637727,The Killing,"Crime, Drama, Mystery",8.3,126295,2011,no
tt7909970,Unbelievable,"Crime, Drama",8.3,124060,2019,no
tt2234222,Orphan Black,"Drama, Sci-Fi, Thriller",8.3,118852,2013,no
tt2699128,The Leftovers,"Drama, Fantasy, Mystery",8.3,116373,2014,no
tt4270492,Billions,Drama,8.3,111614,2016,no
tt11337908,Maid,Drama,8.3,105506,2021,no
tt8714904,Narcos: Mexico,"Crime, Drama",8.3,95128,2018,no
tt2249007,Ray Donovan,"Crime, Drama",8.3,95002,2013,no
tt12590266,Cyberpunk: Edgerunners,"Action, Adventure",8.3,88801,2022,yes
tt6517102,Castlevania,"Action, Adventure",8.3,83859,2017,yes
tt12327578,Star Trek: Strange New Worlds,"Action, Adventure, Sci-Fi",8.3,61670,2022,no
tt0445114,Extras,"Comedy, Drama",8.3,61128,2005,no
tt1344204,Blue Mountain State,"Comedy, Sport",8.3,59895,2010,no
tt18335752,1923,"Drama, Western",8.3,58453,2022,no
tt1699748,Hell on Wheels,"Drama, Western",8.3,56676,2011,no
tt6611916,Kingdom,"Action, Drama, Horror",8.3,56653,2019,no
tt0383126,MythBusters,"Documentary, Mystery, Reality-TV",8.3,55309,2003,no
tt0220880,Courage the Cowardly Dog,"Adventure, Comedy",8.3,52594,1999,yes
tt3358020,Parasyte: The Maxim,"Action, Drama",8.3,52134,2014,yes
tt0115147,The Daily Show,"Comedy, News, Talk-Show",8.3,48508,1996,no
tt15477488,Farzi,"Crime, Drama, Thriller",8.3,48294,2023,no
tt3655448,The Young Pope,Drama,8.3,48211,2016,no
tt1598754,24: Live Another Day,"Action, Crime, Drama",8.3,47021,2014,no
tt13706018,Spy x Family,"Action, Comedy",8.3,43955,2022,yes
tt1466074,Columbo,"Crime, Drama, Mystery",8.3,43531,1971,no
tt0187636,Farscape,"Action, Adventure, Drama",8.3,40994,1999,no
tt1836037,Longmire,"Action, Crime, Drama",8.3,40951,2012,no
tt4565380,Fauda,"Action, Drama, Thriller",8.3,39253,2015,no
tt1416765,Parenthood,"Comedy, Drama",8.3,38025,2010,no
tt15469618,Bad Sisters,"Comedy, Drama, Thriller",8.3,38015,2022,no
tt4644488,Dragon Ball Super,"Action, Adventure",8.3,37884,2015,yes
tt3636060,Poldark,"Drama, Romance",8.3,36911,2015,no
tt4057372,Sugarland,"Comedy, Family",8.3,35961,2019,yes
tt0874936,Life,"Crime, Drama, Mystery",8.3,35610,2007,no
tt1702042,An Idiot Abroad,"Adventure, Comedy, Documentary",8.3,34702,2010,no
tt8694364,Years and Years,"Drama, Sci-Fi",8.3,33890,2019,no
tt5853176,The Good Fight,"Crime, Drama",8.3,33321,2017,no
tt9054904,Why Women Kill,"Comedy, Crime, Drama",8.3,32859,2019,no
tt21209876,Solo Leveling,"Action, Adventure",8.3,30971,2024,yes
tt10244600,Winning Time: The Rise of the Lakers Dynasty,"Biography, Drama, Sport",8.3,29930,2022,no
tt8809646,College Romance,"Comedy, Drama, Romance",8.3,28982,2018,no
tt8688814,The Dragon Prince,"Action, Adventure",8.3,28778,2018,yes
tt0381798,Rescue Me,"Comedy, Drama",8.3,28332,2004,no
tt2183404,Rectify,Drama,8.3,27939,2013,no
tt1984119,Feud,"Biography, Drama",8.3,27615,2017,no
tt2396135,Shetland,"Crime, Drama, Mystery",8.3,27179,2013,no
tt3012698,Olive Kitteridge,Drama,8.3,26821,2014,no
tt1981558,Key and Peele,Comedy,8.3,26690,2012,no
tt13623580,Reservation Dogs,"Comedy, Crime",8.3,25563,2021,no
tt0485842,Studio 60 on the Sunset Strip,"Comedy, Drama",8.3,25398,2006,no
tt1409055,Dragon Ball Z Kai,"Action, Adventure",8.3,25378,2009,yes
tt13293588,Mushoku Tensei: Jobless Reincarnation,"Action, Adventure",8.3,24048,2021,yes
tt0780362,Jane Eyre,"Drama, Romance",8.3,22695,2006,no
tt14192814,Kursadzije,"Comedy, Drama, Horror",8.3,22300,2006,no
tt14518756,Hometown Cha-Cha-Cha,"Comedy, Drama, Romance",8.3,22255,2021,no
tt14674086,Welcome to Wrexham,"Documentary, Sport",8.3,22072,2022,no
tt0948103,Gurren Lagann,"Action, Adventure",8.3,22065,2007,yes
tt6466208,Breathe,"Crime, Drama, Thriller",8.3,21967,2018,no
tt8679236,Who Is America?,Comedy,8.3,20687,2018,no
tt6478318,Masum,"Crime, Drama, Mystery",8.3,20609,2017,no
tt7765404,Wayne,"Action, Comedy",8.3,20168,2019,no
tt0179552,The Adventures of Tintin,"Action, Adventure",8.3,19527,1991,yes
tt11775988,Operation MBBS,"Comedy, Drama",8.3,19413,2020,no
tt0160904,MI-5,"Action, Crime, Drama",8.3,18942,2002,no
tt0835434,In Treatment,Drama,8.3,18544,2008,no
tt0839188,Metalocalypse,"Comedy, Music",8.3,18411,2006,yes
tt11070216,Dirin Dirin,Comedy,8.3,18373,2015,yes
tt13899566,Special Ops 1.5: The Himmat Story,"Action, Crime, Drama",8.3,17881,2021,no
tt0088491,The Bugs Bunny/Looney Tunes Comedy Hour,"Comedy, Family",8.3,17818,1985,yes
tt4277922,Call My Agent!,"Comedy, Drama",8.3,17244,2015,no
tt1626038,The Avengers: Earth's Mightiest Heroes,"Action, Adventure",8.3,16714,2010,yes
tt7222086,Made in Abyss,"Action, Adventure",8.3,16535,2017,yes
tt1279972,Treme,"Drama, Music",8.3,16168,2010,no
tt1685471,This Is England '86,"Comedy, Crime, Drama",8.3,14771,2010,no
tt0103376,Bottom,Comedy,8.3,14471,1991,no
tt8888462,Pachinko,Drama,8.3,14277,2022,no
tt6157148,Weightlifting Fairy Kim Bok-Joo,"Comedy, Romance",8.3,13890,2016,no
tt10975574,Julia,"Biography, Drama",8.3,13609,2022,no
tt0361256,Wonderfalls,"Comedy, Drama, Fantasy",8.3,13241,2004,no
tt0423661,Green Wing,"Comedy, Drama",8.3,12958,2004,no
tt5531466,DuckTales,"Action, Adventure",8.3,12680,2017,yes
tt0050051,Perry Mason,"Crime, Drama, Mystery",8.3,12311,1957,no
tt9113406,Wu-Tang: An American Saga,"Biography, Drama, Music",8.3,12113,2019,no
tt21975436,Kaiju No. 8,"Action, Adventure",8.3,12021,2024,yes
tt0337898,Law of the Lawless,"Action, Crime, Drama",8.3,11862,2002,no
tt6354518,The Disastrous Life of Saiki K.,"Comedy, Fantasy",8.3,11820,2016,yes
tt2126154,This Is England '88,"Comedy, Crime, Drama",8.3,11768,2011,no
tt8893550,Car Masters: Rust to Riches,Reality-TV,8.3,11737,2018,no
tt2006421,Gran Hotel,"Crime, Drama, History",8.3,11416,2011,no
tt0974077,Cranford,Drama,8.3,10874,2007,no
tt0442632,Bleak House,"Crime, Drama",8.3,10842,2005,no
tt0362192,State of Play,"Crime, Drama, Mystery",8.3,10709,2003,no
tt6256484,While You Were Sleeping,"Comedy, Drama, Fantasy",8.3,10596,2017,no
tt20449048,Feels Like Home,Comedy,8.3,10569,2022,no
tt1634549,Millennium,"Action, Crime, Mystery",8.3,10510,2010,no
tt0065314,The Mary Tyler Moore Show,Comedy,8.3,10442,1970,no
tt21030032,Oshi No Ko,"Drama, Fantasy",8.3,10287,2023,yes
tt12063450,To Your Eternity,"Adventure, Drama",8.3,10269,2021,yes
tt0101049,A Bit of Fry and Laurie,Comedy,8.3,10010,1987,no
tt6468322,Money Heist,"Action, Crime, Drama",8.2,549074,2017,no
tt9140554,Loki,"Action, Adventure, Fantasy",8.2,426052,2021,no
tt7767422,Sex Education,"Comedy, Drama, Romance",8.2,364426,2019,no
tt1196946,The Mentalist,"Crime, Drama, Mystery",8.2,206029,2008,no
tt4955642,The Good Place,"Comedy, Drama, Fantasy",8.2,197148,2016,no
tt2431438,Sense8,"Drama, Mystery, Sci-Fi",8.2,165292,2015,no
tt0238784,Gilmore Girls,"Comedy, Drama",8.2,154069,2000,no
tt0934814,Chuck,"Action, Comedy, Drama",8.2,148862,2007,no
tt1358522,White Collar,"Comedy, Crime, Drama",8.2,145510,2009,no
tt0212671,Malcolm in the Middle,"Comedy, Family",8.2,145497,2000,no
tt7049682,Watchmen,"Crime, Drama, Mystery",8.2,137534,2019,no
tt7203552,The Morning Show,Drama,8.2,134319,2019,no
tt2628232,Penny Dreadful,"Drama, Fantasy, Horror",8.2,133347,2014,no
tt2375692,Black Sails,"Action, Adventure, Drama",8.2,118142,2014,no
tt0206512,SpongeBob SquarePants,"Comedy, Family",8.2,115034,1999,yes
tt1548850,Misfits,"Comedy, Drama, Fantasy",8.2,108943,2009,no
tt6315640,Atypical,"Comedy, Drama",8.2,106258,2017,no
tt0106004,Frasier,Comedy,8.2,97504,1993,no
tt1561755,Bob's Burgers,Comedy,8.2,94946,2011,yes
tt0840196,Skins,Drama,8.2,94891,2007,no
tt5875444,Slow Horses,"Drama, Thriller",8.2,88985,2022,no
tt5626028,My Hero Academia,"Action, Adventure",8.2,85225,2016,yes
tt5516154,Godless,"Action, Drama, Western",8.2,81590,2017,no
tt4635276,Master of None,"Comedy, Drama",8.2,76898,2015,no
tt0434665,Bleach,"Action, Adventure",8.2,74276,2004,yes
tt0866442,Eastbound & Down,"Comedy, Drama, Sport",8.2,65345,2009,no
tt3487382,Forever,"Crime, Drama, Fantasy",8.2,63368,2014,no
tt4047038,Dirk Gently's Holistic Detective Agency,"Action, Adventure, Comedy",8.2,58628,2016,no
tt3609352,Grace and Frankie,Comedy,8.2,58262,2015,no
tt11712058,Mayor of Kingstown,"Crime, Drama, Thriller",8.2,55736,2021,no
tt1480684,The League,"Comedy, Sport",8.2,52660,2009,no
tt8788458,The Promised Neverland,"Action, Adventure",8.2,49588,2019,yes
tt6317068,Final Space,"Action, Adventure",8.2,49119,2018,yes
tt0088526,The Golden Girls,"Comedy, Drama",8.2,48722,1985,no
tt22074164,Jury Duty,Comedy,8.2,48430,2023,no
tt11815682,Hacks,"Comedy, Drama",8.2,45992,2021,no
tt14664414,Young Royals,"Drama, Romance",8.2,45864,2021,no
tt5574490,Animal Kingdom,"Crime, Drama",8.2,44880,2016,no
tt7255502,The Kominsky Method,"Comedy, Drama",8.2,44840,2018,no
tt13911628,Lessons in Chemistry,Drama,8.2,43028,2023,no
tt3061046,Steven Universe,"Action, Adventure",8.2,41244,2013,yes
tt14218830,Abbott Elementary,Comedy,8.2,38114,2021,no
tt7441658,Black Clover,"Action, Adventure",8.2,37955,2017,yes
tt20723374,Star Wars: Tales of the Jedi,"Action, Adventure",8.2,37709,2022,yes
tt1073507,Party Down,"Comedy, Drama",8.2,37671,2009,no
tt0096684,Quantum Leap,"Action, Adventure, Drama",8.2,37159,1989,no
tt5137338,Victoria,"Biography, Drama, History",8.2,31631,2016,no
tt3877200,The Missing,"Crime, Drama, Mystery",8.2,30879,2014,no
tt13138834,Time,"Crime, Drama",8.2,28469,2021,no
tt0495212,Hellsing Ultimate,"Action, Fantasy",8.2,27800,2006,yes
tt1235547,Better Off Ted,"Comedy, Sci-Fi",8.2,27604,2009,no
tt11639414,The Midnight Gospel,"Adventure, Comedy",8.2,26611,2020,yes
tt8531222,Dave,"Comedy, Music",8.2,26350,2020,no
tt5912064,Kim's Convenience,Comedy,8.2,25256,2016,no
tt1637574,Conan,"Comedy, Music, Talk-Show",8.2,25146,2010,no
tt0251439,Trigun,"Action, Adventure",8.2,24759,1998,yes
tt8101850,Undone,"Drama, Fantasy",8.2,24295,2019,yes
tt4374208,Catastrophe,Comedy,8.2,24205,2015,no
tt4592410,The Get Down,"Drama, Music, Musical",8.2,23914,2016,no
tt0379632,Hustle,"Crime, Drama, Mystery",8.2,23741,2004,no
tt4925000,Descendants of the Sun,"Action, Comedy, Drama",8.2,23519,2016,no
tt0908454,Gavin & Stacey,"Comedy, Drama, Romance",8.2,23394,2007,no
tt1844923,Friday Night Dinner,Comedy,8.2,23088,2011,no
tt11398870,Caliphate,"Crime, Drama, Thriller",8.2,22862,2020,no
tt9458304,Dororo,"Action, Adventure",8.2,22192,2019,yes
tt2581458,Looking,"Comedy, Drama, Romance",8.2,22048,2014,no
tt0105929,Absolutely Fabulous,Comedy,8.2,21918,1992,no
tt1693592,Vera,"Crime, Drama, Mystery",8.2,21092,2011,no
tt11239552,Itaewon Class,"Drama, Romance",8.2,20941,2020,no
tt0108906,The Kingdom,"Comedy, Drama, Fantasy",8.2,20646,1994,no
tt0207275,The 10th Kingdom,"Adventure, Comedy, Family",8.2,20639,2000,no
tt12197698,Leverage: Redemption,"Crime, Mystery, Thriller",8.2,20590,2021,no
tt5673782,Genius,"Biography, Drama, History",8.2,20364,2017,no
tt8392006,Apharan,"Action, Crime, Thriller",8.2,20167,2018,no
tt0106052,Late Night with Conan O'Brien,"Comedy, Music, Talk-Show",8.2,19176,1993,no
tt6263222,Strong Girl Bong-soon,"Comedy, Crime, Drama",8.2,18921,2017,no
tt1660055,Scooby-Doo! Mystery Incorporated,"Adventure, Comedy",8.2,18878,2010,yes
tt4687882,Patriot,"Comedy, Drama, Thriller",8.2,18803,2015,no
tt1091909,Murdoch Mysteries,"Crime, Drama, Mystery",8.2,18153,2008,no
tt1988386,Miss Fisher's Murder Mysteries,"Crime, Drama, History",8.2,18109,2012,no
tt1533435,Miranda,Comedy,8.2,17508,2009,no
tt0983983,Shaun the Sheep,"Comedy, Family",8.2,17503,2007,yes
tt0387736,Farscape: The Peacekeeper Wars,"Action, Adventure, Drama",8.2,17034,2004,no
tt3469052,My Love from Another Star,"Comedy, Drama, Fantasy",8.2,16980,2013,no
tt0083505,The Young Ones,Comedy,8.2,16785,1982,no
tt0103352,Are You Afraid of the Dark?,"Drama, Fantasy, Horror",8.2,16575,1990,no
tt7211618,Gentleman Jack,"Biography, Drama, History",8.2,16356,2019,no
tt0874608,Inspector Lewis,"Crime, Drama, Mystery",8.2,16278,2006,no
tt15222080,Blue Lock,"Sport, Thriller",8.2,15874,2022,yes
tt14466018,Blue Lights,"Crime, Drama, Thriller",8.2,15298,2023,no
tt1118804,Clannad,"Comedy, Drama",8.2,15278,2007,yes
tt2051178,Fate/Zero,"Action, Adventure",8.2,15229,2011,yes
tt5014882,The Durrells,"Biography, Comedy, Drama",8.2,14981,2016,no
tt27668559,Queen of Tears,"Drama, Family, Romance",8.2,14927,2024,no
tt0092379,Inspector Morse,"Crime, Drama, Mystery",8.2,14790,1987,no
tt6494622,Made in Heaven,"Drama, Romance",8.2,14627,2019,no
tt9612102,Exit,"Crime, Drama, Thriller",8.2,14492,2019,no
tt0058805,Get Smart,"Action, Adventure, Comedy",8.2,14150,1965,no
tt1708446,Taarak Mehta Ka Ooltah Chashmah,"Comedy, Family",8.2,13570,2008,no
tt0098830,In Living Color,"Comedy, Music",8.2,13180,1990,no
tt15384586,Fellow Travelers,"Drama, Romance",8.2,12997,2023,no
tt1334722,Baccano!,"Action, Adventure",8.2,12899,2007,yes
tt10691770,Helluva Boss,"Action, Comedy",8.2,12415,2019,yes
tt2348803,Kuroko's Basketball,"Comedy, Sport",8.2,12254,2012,yes
tt0816397,Ouran High School Host Club,"Comedy, Romance",8.2,12089,2006,yes
tt0346369,Penn & Teller: Bullshit!,"Comedy, Documentary",8.2,11953,2003,no
tt1773185,Puella Magi Madoka Magica,"Action, Adventure",8.2,11843,2011,yes
tt0071042,The Rockford Files,"Crime, Drama, Mystery",8.2,11338,1974,no
tt0197159,Home Movies,"Comedy, Drama",8.2,11266,1999,yes
tt15026724,Our Beloved Summer,"Drama, Romance",8.2,11089,2021,no
tt2432604,Toast of London,Comedy,8.2,10981,2012,no
tt0081873,Hill Street Blues,"Crime, Drama, Mystery",8.2,10896,1981,no
tt6112556,Yuri!!! On Ice,"Comedy, Drama",8.2,10797,2016,yes
tt1178522,Little Dorrit,"Drama, Mystery, Romance",8.2,10710,2008,no
tt1138475,The Guild,"Comedy, Short",8.2,10553,2007,no
tt1520211,The Walking Dead,"Drama, Horror, Thriller",8.1,1109973,2010,no
tt0898266,The Big Bang Theory,"Comedy, Romance",8.1,887279,2007,no
tt13443470,Wednesday,"Comedy, Crime, Fantasy",8.1,386483,2022,no
tt0182576,Family Guy,Comedy,8.1,369986,1999,yes
tt0452046,Criminal Minds,"Crime, Drama, Mystery",8.1,225333,2005,no
tt0165598,That '70s Show,"Comedy, Drama, Romance",8.1,192095,1998,no
tt1219024,Castle,"Comedy, Crime, Drama",8.1,177330,2009,no
tt3205802,How to Get Away with Murder,"Crime, Drama, Mystery",8.1,170268,2014,no
tt11691774,Only Murders in the Building,"Comedy, Crime, Drama",8.1,170170,2021,no
tt7016936,Killing Eve,"Action, Adventure, Drama",8.1,141557,2018,no
tt14688458,Silo,"Drama, Mystery, Sci-Fi",8.1,138396,2023,no
tt0203259,Law & Order: Special Victims Unit,"Crime, Drama, Mystery",8.1,130484,1999,no
tt2294189,The Fall,"Crime, Drama, Thriller",8.1,122750,2013,no
tt2188671,Bates Motel,"Drama, Horror, Mystery",8.1,119322,2013,no
tt4301160,Black Bird,"Biography, Crime, Drama",8.1,114634,2022,no
tt0092400,Married... with Children,Comedy,8.1,112884,1987,no
tt2879552,11.22.63,"Drama, Mystery, Romance",8.1,103933,2016,no
tt5114356,Legion,"Action, Drama, Sci-Fi",8.1,98920,2017,no
tt0312172,Monk,"Comedy, Crime, Drama",8.1,95031,2002,no
tt0758790,The Tudors,"Drama, History, Romance",8.1,82666,2007,no
tt7772588,For All Mankind,"Drama, Sci-Fi",8.1,74119,2019,no
tt0374455,Stargate: Atlantis,"Action, Adventure, Drama",8.1,72718,2004,no
tt0106145,Star Trek: Deep Space Nine,"Action, Adventure, Drama",8.1,72489,1993,no
tt8690918,Resident Alien,"Comedy, Drama, Mystery",8.1,67376,2021,no
tt9680440,Paatal Lok,"Crime, Drama, Thriller",8.1,66018,2020,no
tt5618256,Manhunt,"Biography, Crime, Drama",8.1,64773,2017,no
tt2930604,Star Wars: Rebels,"Action, Adventure",8.1,60866,2014,yes
tt0852863,Phineas and Ferb,"Action, Adventure",8.1,59322,2007,yes
tt1610527,Workaholics,Comedy,8.1,56943,2011,no
tt2235759,The Great,"Biography, Comedy, Drama",8.1,56625,2020,no
tt4687880,Goliath,Drama,8.1,55631,2016,no
tt22014226,Taaza Khabar,"Action, Comedy, Drama",8.1,54247,2023,no
tt3281796,Power,"Crime, Drama",8.1,53816,2014,no
tt16283804,One Day,"Comedy, Drama, Romance",8.1,52118,2024,no
tt11016042,Ripley,"Crime, Drama, Thriller",8.1,51616,2024,no
tt2887954,Tokyo Vice,"Crime, Drama, Thriller",8.1,49993,2022,no
tt8634332,The Righteous Gemstones,"Comedy, Drama",8.1,49076,2019,no
tt0105958,Boy Meets World,"Comedy, Drama, Family",8.1,47225,1993,no
tt2805096,Chicago P.D.,"Action, Crime, Drama",8.1,47030,2014,no
tt0348913,Dead Like Me,"Comedy, Drama, Fantasy",8.1,44421,2003,no
tt2452242,Happy!,"Action, Comedy, Crime",8.1,43737,2017,no
tt1615919,Raising Hope,"Comedy, Family",8.1,41349,2010,no
tt8749198,Daisy Jones & The Six,"Drama, Music, Romance",8.1,39774,2023,no
tt14524712,Beckham,"Biography, Documentary, Sport",8.1,37548,2023,no
tt2616280,Derek,"Comedy, Drama",8.1,36096,2012,no
tt7768848,Wild Wild Country,"Crime, Documentary",8.1,36042,2018,no
tt1492179,Strike Back,"Action, Drama, Thriller",8.1,33950,2010,no
tt6877772,American Vandal,"Comedy, Crime, Drama",8.1,33590,2017,no
tt0830361,The Lost Room,"Action, Fantasy, Mystery",8.1,33516,2006,no
tt4998350,The Deuce,"Crime, Drama, Mystery",8.1,32655,2017,no
tt21344706,The Glory,"Drama, Mystery, Thriller",8.1,32243,2022,no
tt0914387,Damages,"Crime, Drama, Mystery",8.1,31959,2007,no
tt0147746,Batman Beyond,"Action, Adventure",8.1,31185,1999,yes
tt9679542,Dr. Stone,"Action, Adventure",8.1,30656,2019,yes
tt11639952,Young Rock,"Biography, Comedy",8.1,30483,2021,no
tt12920838,The Frog,"Crime, Drama, Mystery",8.1,30262,2020,no
tt0318997,Angels in America,"Drama, Fantasy, Romance",8.1,30229,2003,no
tt8332438,ZeroZeroZero,"Crime, Drama, Thriller",8.1,30173,2019,no
tt12682218,Scenes from a Marriage,Drama,8.1,30102,2021,no
tt3228420,You're the Worst,"Comedy, Drama, Romance",8.1,28685,2014,no
tt14819828,Business Proposal,"Comedy, Drama, Romance",8.1,27809,2022,no
tt0118298,Daria,"Comedy, Drama",8.1,27749,1997,yes
tt3910804,War & Peace,"Drama, History, Romance",8.1,27325,2016,no
tt4524056,Vis a vis,"Drama, Thriller",8.1,26788,2015,no
tt11204260,I May Destroy You,Drama,8.1,26707,2020,no
tt3502172,Mozart in the Jungle,"Comedy, Drama, Music",8.1,26172,2014,no
tt16867040,Cunk on Earth,Comedy,8.1,25529,2022,no
tt0425118,I Know This Much Is True,Drama,8.1,24327,2020,no
tt2543328,TURN: Washington's Spies,"Drama, History, War",8.1,23865,2014,no
tt0460690,The Unit,"Action, Drama, Thriller",8.1,23451,2006,no
tt0883772,Man vs. Wild,"Adventure, Reality-TV",8.1,23421,2006,no
tt2379308,Psycho-Pass,"Action, Crime",8.1,23224,2012,yes
tt5024912,Insecure,"Comedy, Drama, Romance",8.1,23008,2016,no
tt2183641,Ripper Street,"Crime, Drama, Mystery",8.1,22885,2012,no
tt10405370,Rogue Heroes,"Action, Drama, Thriller",8.1,22652,2022,no
tt0421384,The Valley of the Wolves,"Action, Crime, Drama",8.1,22222,2003,no
tt5768632,Love Doesn't Understand Words,"Comedy, Romance",8.1,22121,2016,no
tt8080122,Godfather of Harlem,"Crime, Drama",8.1,22118,2019,no
tt6051216,Insider,"Action, Crime, Drama",8.1,21450,2016,no
tt0279077,FLCL,"Action, Comedy",8.1,20236,2000,yes
tt9095260,Criminal Justice,"Crime, Drama, Mystery",8.1,20176,2019,no
tt7745956,She-Ra and the Princesses of Power,"Action, Adventure",8.1,19986,2018,yes
tt7157248,The New Pope,Drama,8.1,18924,2020,no
tt5339440,One Day at a Time,"Comedy, Drama",8.1,18706,2017,no
tt1833285,Boss,"Crime, Drama",8.1,18482,2011,no
tt0500092,Serial Experiments Lain,"Drama, Horror",8.1,18366,1998,yes
tt1366312,Emma,"Comedy, Drama, Romance",8.1,18312,2009,no
tt10314462,Zoey's Extraordinary Playlist,"Comedy, Drama, Musical",8.1,18217,2020,no
tt0115378,Superman: The Animated Series,"Action, Adventure",8.1,18182,1996,yes
tt9054364,That Time I Got Reincarnated as a Slime,"Action, Adventure",8.1,17130,2018,yes
tt11228748,The King: Eternal Monarch,"Fantasy, Mystery, Romance",8.1,17056,2020,no
tt3305096,Galavant,"Adventure, Comedy, Fantasy",8.1,16818,2015,no
tt0080274,Shogun,"Adventure, Drama, History",8.1,16546,1980,no
tt1913273,Anohana: The Flower We Saw That Day,"Adventure, Drama",8.1,16436,2011,yes
tt1515193,The Big C,"Comedy, Drama",8.1,15987,2010,no
tt13911284,Hell's Paradise: Jigokuraku,"Action, Adventure",8.1,15880,2023,yes
tt0063951,Sesame Street,"Adventure, Family",8.1,15807,1969,yes
tt26737616,Pluto,"Action, Drama",8.1,14925,2023,yes
tt22373148,Karm Yuddh,Drama,8.1,14874,2022,no
tt26315487,Bloodhounds,"Action, Crime, Drama",8.1,14855,2023,no
tt8324422,PEN15,Comedy,8.1,14660,2019,no
tt14479078,Candy,Thriller,8.1,14621,2021,no
tt10220588,Hotel Del Luna,"Action, Comedy, Drama",8.1,14535,2019,no
tt0805661,The Black Donnellys,"Crime, Drama",8.1,14436,2007,no
tt11822998,The Trials of Gabriel Fernandez,"Crime, Documentary",8.1,14165,2020,no
tt3556920,Wolf Hall,"Biography, Drama, History",8.1,13522,2015,no
tt5766194,Legend of the Blue Sea,"Comedy, Drama, Fantasy",8.1,13459,2016,no
tt13304700,Snowdrop,"Crime, Drama, Romance",8.1,13094,2021,no
tt22297578,Cat,"Crime, Drama, Thriller",8.1,13078,2022,no
tt4731072,Food Wars: Shokugeki no Soma,"Comedy, Drama",8.1,12994,2015,yes
tt1086191,Outnumbered,"Comedy, Drama",8.1,12497,2007,no
tt8523042,Vagabond,"Action, Mystery, Thriller",8.1,12322,2019,no
tt11147852,Dorohedoro,"Action, Comedy",8.1,12234,2020,yes
tt0088583,"North & South: Book 1, North & South","Drama, History, Romance",8.1,12151,1985,no
tt23037654,Khakee: The Bihar Chapter,"Action, Crime, Drama",8.1,12074,2022,no
tt16227240,The Great Weddings of Munnes,"Comedy, Drama",8.1,12051,2022,no
tt12759100,Somebody Somewhere,"Comedy, Drama",8.1,11990,2022,no
tt18228732,Colin from Accounts,"Comedy, Drama, Romance",8.1,11849,2022,no
tt1008108,Ashes to Ashes,"Crime, Drama, Fantasy",8.1,11409,2008,no
tt16447750,Maestro,"Crime, Drama, Mystery",8.1,10985,2022,no
tt6078096,High Maintenance,"Comedy, Drama",8.1,10838,2016,no
tt4343334,For My Son,"Action, Adventure, Comedy",8.1,10390,2015,no
tt7889220,Dirty Money,"Crime, Documentary",8.1,10338,2018,no
tt1973692,Rita,"Comedy, Drama",8.1,10312,2012,no
tt8026448,Tacoma FD,Comedy,8.1,10248,2019,no
tt11761194,Power Book IV: Force,"Crime, Drama",8.1,10190,2022,no
tt21916016,Tanaav,"Action, Crime, Drama",8.1,10168,2022,no
tt6824234,Fight for My Way,"Comedy, Romance",8.1,10110,2017,no
tt2582590,Vicious,Comedy,8.1,10095,2013,no
tt5180504,The Witcher,"Action, Adventure, Drama",8.0,582887,2019,no
tt10919420,Squid Game,"Action, Drama, Mystery",8.0,572691,2021,no
tt4052886,Lucifer,"Crime, Drama, Fantasy",8.0,365126,2016,no
tt1844624,American Horror Story,"Drama, Horror, Sci-Fi",8.0,349798,2011,no
tt2372162,Orange Is the New Black,"Comedy, Crime, Drama",8.0,324329,2013,no
